agent,task,condition,rep,target_etld1,records,unique_hosts,third_party_hosts,rq3_blocks_search,rq3_blocks_offdomain,rq3_blocks_cmp,task_success,duration_seconds,return_code
browser-use,Booking--43,C5,1,booking.com,69,20,20,0,0,0,success,68.1,0
browser-use,Booking--5,C5,1,booking.com,624,46,40,0,0,0,success,59.2,0
browser-use,Booking--6,C5,1,booking.com,378,44,39,0,0,0,success,43.8,0
browser-use,Booking--7,C5,1,booking.com,321,42,37,0,0,0,success,41.6,0
browser-use,Booking--8,C5,1,booking.com,1136,64,59,0,0,0,success,63.5,0
browser-use,Booking--9,C5,1,booking.com,320,42,37,0,0,0,success,42.9,0
browser-use,Cambridge_Dictionary--0,C5,1,cambridge.org,247,74,73,0,0,0,success,51.5,0
browser-use,Cambridge_Dictionary--1,C5,1,cambridge.org,958,123,123,0,0,0,success,54.0,0
browser-use,Cambridge_Dictionary--10,C5,1,cambridge.org,345,34,34,0,0,0,success,41.3,0
browser-use,Cambridge_Dictionary--11,C5,1,cambridge.org,569,135,135,0,0,0,success,23.3,0
browser-use,Cambridge_Dictionary--12,C5,1,cambridge.org,322,76,75,0,0,0,success,46.0,0
browser-use,Cambridge_Dictionary--13,C5,1,cambridge.org,319,76,75,0,0,0,success,44.8,0
browser-use,Cambridge_Dictionary--14,C5,1,cambridge.org,239,73,72,0,0,0,success,43.3,0
browser-use,Cambridge_Dictionary--15,C5,1,cambridge.org,582,24,24,0,0,0,success,39.1,0
browser-use,Cambridge_Dictionary--16,C5,1,cambridge.org,336,78,77,0,0,0,success,44.7,0
browser-use,Cambridge_Dictionary--17,C5,1,cambridge.org,753,77,76,0,0,0,success,32.9,0
browser-use,Cambridge_Dictionary--18,C5,1,cambridge.org,259,52,51,0,0,0,success,49.9,0
browser-use,Cambridge_Dictionary--19,C5,1,cambridge.org,285,80,79,0,0,0,success,42.3,0
browser-use,Cambridge_Dictionary--2,C5,1,cambridge.org,1410,190,190,0,0,0,success,61.9,0
browser-use,Cambridge_Dictionary--20,C5,1,cambridge.org,223,76,75,0,0,0,success,28.2,0
browser-use,Cambridge_Dictionary--21,C5,1,cambridge.org,322,74,73,0,0,0,success,44.1,0
browser-use,Cambridge_Dictionary--22,C5,1,cambridge.org,350,73,72,0,0,0,success,26.8,0
browser-use,Cambridge_Dictionary--23,C5,1,cambridge.org,247,76,75,0,0,0,success,43.9,0
browser-use,Cambridge_Dictionary--24,C5,1,cambridge.org,491,94,93,0,0,0,success,35.8,0
browser-use,Cambridge_Dictionary--25,C5,1,cambridge.org,387,76,75,0,0,0,success,57.3,0
browser-use,Cambridge_Dictionary--26,C5,1,cambridge.org,349,102,101,0,0,0,success,48.5,0
browser-use,Cambridge_Dictionary--27,C5,1,cambridge.org,483,80,79,0,0,0,success,34.5,0
browser-use,Cambridge_Dictionary--28,C5,1,cambridge.org,364,76,75,0,0,0,success,27.9,0
browser-use,Cambridge_Dictionary--29,C5,1,cambridge.org,245,75,74,0,0,0,success,38.7,0
browser-use,Cambridge_Dictionary--3,C5,1,cambridge.org,244,33,33,0,0,0,success,27.6,0
browser-use,Cambridge_Dictionary--30,C5,1,cambridge.org,302,81,80,0,0,0,success,44.4,0
browser-use,Cambridge_Dictionary--31,C5,1,cambridge.org,327,65,64,0,0,0,success,51.2,0
browser-use,Cambridge_Dictionary--32,C5,1,cambridge.org,315,79,78,0,0,0,success,42.1,0
browser-use,Cambridge_Dictionary--33,C5,1,cambridge.org,285,78,77,0,0,0,success,49.2,0
browser-use,Cambridge_Dictionary--34,C5,1,cambridge.org,285,78,77,0,0,0,success,54.0,0
browser-use,Cambridge_Dictionary--35,C5,1,cambridge.org,297,76,75,0,0,0,success,46.8,0
browser-use,Cambridge_Dictionary--36,C5,1,cambridge.org,728,67,66,0,0,0,success,55.4,0
browser-use,Cambridge_Dictionary--37,C5,1,cambridge.org,727,82,81,0,0,0,success,63.4,0
browser-use,Cambridge_Dictionary--38,C5,1,cambridge.org,299,76,75,0,0,0,success,40.2,0
browser-use,Cambridge_Dictionary--39,C5,1,cambridge.org,716,50,50,0,0,0,success,61.5,0
browser-use,Cambridge_Dictionary--4,C5,1,cambridge.org,791,81,80,0,0,0,success,35.7,0
browser-use,Cambridge_Dictionary--40,C5,1,cambridge.org,814,166,166,0,0,0,success,37.7,0
browser-use,Cambridge_Dictionary--41,C5,1,cambridge.org,848,41,40,0,0,0,success,36.4,0
browser-use,Cambridge_Dictionary--42,C5,1,cambridge.org,314,109,108,0,0,0,success,38.9,0
browser-use,Cambridge_Dictionary--5,C5,1,cambridge.org,964,143,143,0,0,0,success,63.1,0
browser-use,Cambridge_Dictionary--6,C5,1,cambridge.org,302,76,75,0,0,0,success,30.9,0
browser-use,Cambridge_Dictionary--7,C5,1,cambridge.org,362,112,111,0,0,0,success,36.6,0
browser-use,Cambridge_Dictionary--8,C5,1,cambridge.org,359,76,75,0,0,0,success,25.4,0
browser-use,Cambridge_Dictionary--9,C5,1,cambridge.org,288,84,83,0,0,0,success,45.7,0
browser-use,Coursera--0,C5,1,coursera.org,1018,21,20,0,0,0,success,64.4,0
browser-use,Coursera--1,C5,1,coursera.org,520,11,10,0,0,0,success,44.0,0
browser-use,Coursera--10,C5,1,coursera.org,525,11,10,0,0,0,success,46.0,0
browser-use,Coursera--11,C5,1,coursera.org,443,11,10,0,0,0,success,41.6,0
browser-use,Coursera--12,C5,1,coursera.org,476,11,10,0,0,0,success,24.7,0
browser-use,Coursera--13,C5,1,coursera.org,497,13,12,0,0,0,success,35.9,0
browser-use,Coursera--14,C5,1,coursera.org,496,11,10,0,0,0,success,32.5,0
browser-use,Coursera--15,C5,1,coursera.org,482,11,10,0,0,0,success,44.7,0
browser-use,Coursera--16,C5,1,coursera.org,528,11,10,0,0,0,success,28.2,0
browser-use,Coursera--17,C5,1,coursera.org,352,12,11,0,0,0,success,39.0,0
browser-use,Coursera--18,C5,1,coursera.org,509,11,10,0,0,0,success,36.1,0
browser-use,Coursera--19,C5,1,coursera.org,459,11,10,0,0,0,success,29.7,0
browser-use,Coursera--2,C5,1,coursera.org,427,11,10,0,0,0,success,23.4,0
browser-use,Coursera--20,C5,1,coursera.org,361,11,10,0,0,0,success,38.2,0
browser-use,Coursera--21,C5,1,coursera.org,513,11,10,0,0,0,success,37.4,0
browser-use,Coursera--22,C5,1,coursera.org,448,11,10,0,0,0,success,32.5,0
browser-use,Coursera--23,C5,1,coursera.org,462,11,10,0,0,0,success,25.6,0
browser-use,Coursera--24,C5,1,coursera.org,487,11,10,0,0,0,success,38.5,0
browser-use,Coursera--25,C5,1,coursera.org,459,11,10,0,0,0,success,24.5,0
browser-use,Coursera--26,C5,1,coursera.org,430,11,10,0,0,0,success,34.8,0
browser-use,Coursera--27,C5,1,coursera.org,421,11,10,0,0,0,success,23.4,0
browser-use,Coursera--28,C5,1,coursera.org,348,11,10,0,0,0,success,39.6,0
browser-use,Coursera--29,C5,1,coursera.org,266,11,10,0,0,0,success,31.2,0
browser-use,Coursera--3,C5,1,coursera.org,419,11,10,0,0,0,success,47.0,0
browser-use,Coursera--30,C5,1,coursera.org,1045,21,20,0,0,0,success,62.5,0
browser-use,Coursera--31,C5,1,coursera.org,477,11,10,0,0,0,success,24.7,0
browser-use,Coursera--32,C5,1,coursera.org,389,11,10,0,0,0,success,45.1,0
browser-use,Coursera--33,C5,1,coursera.org,349,11,10,0,0,0,success,40.1,0
browser-use,Coursera--34,C5,1,coursera.org,519,11,10,0,0,0,success,31.6,0
browser-use,Coursera--35,C5,1,coursera.org,549,11,10,0,0,0,success,45.4,0
browser-use,Coursera--36,C5,1,coursera.org,405,13,12,0,0,0,success,29.3,0
browser-use,Coursera--37,C5,1,coursera.org,410,11,10,0,0,0,success,38.4,0
browser-use,Coursera--38,C5,1,coursera.org,363,13,12,0,0,0,success,39.0,0
browser-use,Coursera--39,C5,1,coursera.org,549,15,14,0,0,0,success,53.9,0
browser-use,Coursera--4,C5,1,coursera.org,616,15,14,0,0,0,success,45.2,0
browser-use,Coursera--40,C5,1,coursera.org,857,32,31,0,0,0,success,67.2,0
browser-use,Coursera--41,C5,1,coursera.org,260,12,11,0,0,0,success,21.0,0
browser-use,Coursera--5,C5,1,coursera.org,428,11,10,0,0,0,success,29.0,0
browser-use,Coursera--6,C5,1,coursera.org,455,11,10,0,0,0,success,44.2,0
browser-use,Coursera--7,C5,1,coursera.org,332,11,10,0,0,0,success,33.1,0
browser-use,Coursera--8,C5,1,coursera.org,428,15,14,0,0,0,success,57.3,0
browser-use,Coursera--9,C5,1,coursera.org,484,12,11,0,0,0,success,51.2,0
browser-use,ESPN--0,C5,1,espn.com,567,112,101,0,0,0,success,32.3,0
browser-use,ESPN--1,C5,1,espn.com,623,123,113,0,0,0,success,46.9,0
browser-use,ESPN--10,C5,1,espn.com,1376,143,130,0,0,0,success,51.8,0
browser-use,ESPN--11,C5,1,espn.com,122,21,21,0,0,0,success,38.9,0
browser-use,ESPN--12,C5,1,espn.com,1145,175,166,0,0,0,success,45.6,0
browser-use,ESPN--13,C5,1,espn.com,843,136,124,0,0,0,success,48.1,0
browser-use,ESPN--14,C5,1,espn.com,806,139,129,0,0,0,success,49.9,0
browser-use,ESPN--15,C5,1,espn.com,171,23,23,0,0,0,success,41.9,0
browser-use,ESPN--16,C5,1,espn.com,1415,187,187,0,0,0,success,73.1,0
browser-use,ESPN--17,C5,1,espn.com,327,61,53,0,0,0,success,30.5,0
browser-use,ESPN--18,C5,1,espn.com,605,121,112,0,0,0,success,49.3,0
browser-use,ESPN--19,C5,1,espn.com,616,25,25,0,0,0,success,43.4,0
browser-use,ESPN--2,C5,1,espn.com,1284,133,123,0,0,0,success,67.7,0
browser-use,ESPN--20,C5,1,espn.com,733,112,101,0,0,0,success,44.6,0
browser-use,ESPN--21,C5,1,espn.com,620,66,58,0,0,0,success,46.1,0
browser-use,ESPN--22,C5,1,espn.com,636,69,61,0,0,0,success,46.0,0
browser-use,ESPN--23,C5,1,espn.com,772,77,67,0,0,0,success,42.3,0
browser-use,ESPN--24,C5,1,espn.com,735,140,127,0,0,0,success,48.3,0
browser-use,ESPN--25,C5,1,espn.com,1233,190,190,0,0,0,success,47.1,0
browser-use,ESPN--26,C5,1,espn.com,521,66,58,0,0,0,success,47.0,0
browser-use,ESPN--27,C5,1,espn.com,1086,157,146,0,0,0,success,56.7,0
browser-use,ESPN--28,C5,1,espn.com,148,13,13,0,0,0,success,58.2,0
browser-use,ESPN--29,C5,1,espn.com,711,144,134,0,0,0,success,28.4,0
browser-use,ESPN--3,C5,1,espn.com,481,119,108,0,0,0,success,24.5,0
browser-use,ESPN--30,C5,1,espn.com,318,63,55,0,0,0,success,67.8,0
browser-use,ESPN--31,C5,1,espn.com,335,49,41,0,0,0,success,30.7,0
browser-use,ESPN--32,C5,1,espn.com,299,62,52,0,0,0,success,20.7,0
browser-use,ESPN--33,C5,1,espn.com,902,127,117,0,0,0,success,67.3,0
browser-use,ESPN--34,C5,1,espn.com,677,79,68,0,0,0,success,37.8,0
browser-use,ESPN--35,C5,1,espn.com,619,101,92,0,0,0,success,40.9,0
browser-use,ESPN--36,C5,1,espn.com,706,16,16,0,0,0,success,47.6,0
browser-use,ESPN--37,C5,1,espn.com,153,12,12,0,0,0,success,50.9,0
browser-use,ESPN--38,C5,1,espn.com,130,21,21,0,0,0,success,57.5,0
browser-use,ESPN--39,C5,1,espn.com,931,100,94,0,0,0,success,81.1,0
browser-use,ESPN--4,C5,1,espn.com,555,80,70,0,0,0,success,31.6,0
browser-use,ESPN--40,C5,1,espn.com,1143,123,113,0,0,0,success,47.8,0
browser-use,ESPN--41,C5,1,espn.com,562,97,87,0,0,0,success,46.4,0
browser-use,ESPN--42,C5,1,espn.com,572,60,52,0,0,0,success,21.9,0
browser-use,ESPN--43,C5,1,espn.com,684,57,46,0,0,0,success,38.0,0
browser-use,ESPN--5,C5,1,espn.com,977,84,74,0,0,0,success,64.8,0
browser-use,ESPN--6,C5,1,espn.com,817,142,129,0,0,0,success,71.1,0
browser-use,ESPN--7,C5,1,espn.com,775,86,73,0,0,0,success,48.1,0
browser-use,ESPN--8,C5,1,espn.com,765,133,122,0,0,0,success,58.2,0
browser-use,ESPN--9,C5,1,espn.com,655,127,116,0,0,0,success,39.9,0
browser-use,GitHub--0,C5,1,github.com,253,12,9,0,0,0,success,39.7,0
browser-use,GitHub--1,C5,1,github.com,228,11,8,0,0,0,success,28.5,0
browser-use,GitHub--10,C5,1,github.com,718,51,51,0,0,0,success,34.8,0
browser-use,GitHub--11,C5,1,github.com,230,11,8,0,0,0,success,25.4,0
browser-use,GitHub--12,C5,1,github.com,293,13,10,0,0,0,success,53.3,0
browser-use,GitHub--13,C5,1,github.com,301,11,8,0,0,0,success,47.3,0
browser-use,GitHub--14,C5,1,github.com,723,20,17,0,0,0,success,42.3,0
browser-use,GitHub--15,C5,1,github.com,305,12,9,0,0,0,success,24.3,0
browser-use,GitHub--16,C5,1,github.com,732,21,17,0,0,0,success,60.8,0
browser-use,GitHub--17,C5,1,github.com,270,12,9,0,0,0,success,35.3,0
browser-use,GitHub--18,C5,1,github.com,265,11,8,0,0,0,success,25.0,0
browser-use,GitHub--19,C5,1,github.com,218,10,7,0,0,0,success,44.3,0
browser-use,GitHub--2,C5,1,github.com,154,10,7,0,0,0,success,45.6,0
browser-use,GitHub--20,C5,1,github.com,465,18,17,0,0,0,success,35.4,0
browser-use,GitHub--21,C5,1,github.com,322,15,12,0,0,0,success,53.0,0
browser-use,GitHub--22,C5,1,github.com,292,10,7,0,0,0,success,30.6,0
browser-use,GitHub--23,C5,1,github.com,363,17,14,0,0,0,success,36.6,0
browser-use,GitHub--24,C5,1,github.com,448,16,13,0,0,0,success,55.6,0
browser-use,GitHub--25,C5,1,github.com,280,13,10,0,0,0,success,30.4,0
browser-use,GitHub--26,C5,1,github.com,280,18,13,0,0,0,success,36.5,0
browser-use,GitHub--27,C5,1,github.com,157,10,7,0,0,0,success,23.1,0
browser-use,GitHub--28,C5,1,github.com,250,10,7,0,0,0,success,51.7,0
browser-use,GitHub--29,C5,1,github.com,217,14,11,0,0,0,success,27.9,0
browser-use,GitHub--3,C5,1,github.com,220,16,13,0,0,0,success,36.3,0
browser-use,GitHub--30,C5,1,github.com,334,10,7,0,0,0,success,46.3,0
browser-use,GitHub--31,C5,1,github.com,375,15,12,0,0,0,success,52.7,0
browser-use,GitHub--32,C5,1,github.com,258,11,8,0,0,0,success,32.8,0
browser-use,GitHub--33,C5,1,github.com,713,20,17,0,0,0,success,44.8,0
browser-use,GitHub--34,C5,1,github.com,244,12,9,0,0,0,success,26.1,0
browser-use,GitHub--35,C5,1,github.com,150,10,7,0,0,0,success,11.3,0
browser-use,GitHub--36,C5,1,github.com,312,10,7,0,0,0,success,38.5,0
browser-use,GitHub--37,C5,1,github.com,257,16,13,0,0,0,success,25.1,0
browser-use,GitHub--38,C5,1,github.com,280,10,7,0,0,0,success,32.5,0
browser-use,GitHub--39,C5,1,github.com,326,10,7,0,0,0,success,40.3,0
browser-use,GitHub--4,C5,1,github.com,253,11,8,0,0,0,success,20.6,0
browser-use,GitHub--40,C5,1,github.com,209,10,7,0,0,0,success,20.2,0
browser-use,GitHub--5,C5,1,github.com,335,12,9,0,0,0,success,28.0,0
browser-use,GitHub--6,C5,1,github.com,281,11,8,0,0,0,success,25.5,0
browser-use,GitHub--7,C5,1,github.com,843,20,17,0,0,0,success,52.0,0
browser-use,GitHub--8,C5,1,github.com,730,20,17,0,0,0,success,61.2,0
browser-use,GitHub--9,C5,1,github.com,156,10,7,0,0,0,success,21.0,0
browser-use,Google_Flights--0,C5,1,google.com,628,61,55,0,0,0,success,47.2,0
browser-use,Google_Flights--1,C5,1,google.com,414,25,21,0,0,0,success,62.0,0
browser-use,Google_Flights--10,C5,1,google.com,225,22,16,0,0,0,success,60.2,0
browser-use,Google_Flights--11,C5,1,google.com,159,17,11,0,0,0,success,55.1,0
browser-use,Google_Flights--12,C5,1,google.com,111,17,11,0,0,0,success,40.3,0
browser-use,Google_Flights--13,C5,1,google.com,173,19,13,0,0,0,success,57.2,0
browser-use,Google_Flights--14,C5,1,google.com,319,42,36,0,0,0,success,62.2,0
browser-use,Google_Flights--15,C5,1,google.com,181,19,13,0,0,0,success,54.2,0
browser-use,Google_Flights--16,C5,1,google.com,104,17,11,0,0,0,success,38.4,0
browser-use,Google_Flights--17,C5,1,google.com,651,20,16,0,0,0,success,57.2,0
browser-use,Google_Flights--18,C5,1,google.com,647,27,21,0,0,0,success,44.8,0
browser-use,Google_Flights--19,C5,1,google.com,87,15,9,0,0,0,success,33.5,0
browser-use,Google_Flights--2,C5,1,google.com,280,19,13,0,0,0,success,64.6,0
browser-use,Google_Flights--20,C5,1,google.com,744,37,31,0,0,0,success,78.0,0
browser-use,Google_Flights--21,C5,1,google.com,680,27,23,0,0,0,success,40.6,0
browser-use,Google_Flights--22,C5,1,google.com,687,17,13,0,0,0,success,88.0,0
browser-use,Google_Flights--23,C5,1,google.com,90,15,9,0,0,0,success,42.4,0
browser-use,Google_Flights--24,C5,1,google.com,189,19,13,0,0,0,success,59.9,0
browser-use,Google_Flights--25,C5,1,google.com,159,19,13,0,0,0,success,53.5,0
browser-use,Google_Flights--26,C5,1,google.com,169,19,13,0,0,0,success,44.5,0
browser-use,Google_Flights--27,C5,1,google.com,96,15,9,0,0,0,success,39.0,0
browser-use,Google_Flights--28,C5,1,google.com,87,15,9,0,0,0,success,39.6,0
browser-use,Google_Flights--29,C5,1,google.com,109,17,11,0,0,0,success,39.7,0
browser-use,Google_Flights--3,C5,1,google.com,115,16,10,0,0,0,success,50.1,0
browser-use,Google_Flights--30,C5,1,google.com,135,19,13,0,0,0,success,52.5,0
browser-use,Google_Flights--31,C5,1,google.com,1136,53,46,0,0,0,success,44.8,0
browser-use,Google_Flights--32,C5,1,google.com,171,26,20,0,0,0,success,56.6,0
browser-use,Google_Flights--33,C5,1,google.com,115,17,11,0,0,0,success,48.0,0
browser-use,Google_Flights--34,C5,1,google.com,526,60,56,0,0,0,success,48.7,0
browser-use,Google_Flights--35,C5,1,google.com,114,17,11,0,0,0,success,50.7,0
browser-use,Google_Flights--36,C5,1,google.com,99,17,11,0,0,0,success,46.4,0
browser-use,Google_Flights--37,C5,1,google.com,101,17,11,0,0,0,success,41.6,0
browser-use,Google_Flights--38,C5,1,google.com,109,15,9,0,0,0,success,47.0,0
browser-use,Google_Flights--39,C5,1,google.com,115,17,11,0,0,0,success,44.6,0
browser-use,Google_Flights--4,C5,1,google.com,191,23,17,0,0,0,success,41.2,0
browser-use,Google_Flights--40,C5,1,google.com,303,16,10,0,0,0,success,52.2,0
browser-use,Google_Flights--41,C5,1,google.com,98,17,11,0,0,0,success,44.7,0
browser-use,Google_Flights--5,C5,1,google.com,175,19,13,0,0,0,success,49.8,0
browser-use,Google_Flights--6,C5,1,google.com,156,18,12,0,0,0,success,44.9,0
browser-use,Google_Flights--7,C5,1,google.com,638,23,17,0,0,0,success,65.5,0
browser-use,Google_Flights--8,C5,1,google.com,109,15,9,0,0,0,success,55.2,0
browser-use,Google_Flights--9,C5,1,google.com,623,25,19,0,0,0,success,48.8,0
browser-use,Google_Map--0,C5,1,google.com,555,18,14,0,0,0,success,39.3,0
browser-use,Google_Map--1,C5,1,google.com,1298,23,16,0,0,0,success,62.0,0
browser-use,Google_Map--10,C5,1,google.com,0,0,0,0,0,0,,,
browser-use,Google_Map--11,C5,1,google.com,598,30,26,0,0,0,success,35.8,0
browser-use,Google_Map--12,C5,1,google.com,1252,139,134,0,0,0,success,73.8,0
browser-use,Google_Map--13,C5,1,google.com,718,44,39,0,0,0,success,60.1,0
browser-use,Google_Map--14,C5,1,google.com,918,17,13,0,0,0,success,46.3,0
browser-use,Google_Map--15,C5,1,google.com,613,19,15,0,0,0,success,69.0,0
browser-use,Google_Map--16,C5,1,google.com,1066,146,141,0,0,0,success,58.9,0
browser-use,Google_Map--17,C5,1,google.com,977,126,121,0,0,0,success,72.0,0
browser-use,Google_Map--18,C5,1,google.com,363,16,10,0,0,0,success,20.9,0
browser-use,Google_Map--19,C5,1,google.com,1225,56,52,0,0,0,success,66.1,0
browser-use,Google_Map--2,C5,1,google.com,796,16,9,0,0,0,success,40.6,0
browser-use,Google_Map--20,C5,1,google.com,976,24,15,0,0,0,success,39.5,0
browser-use,Google_Map--21,C5,1,google.com,649,17,10,0,0,0,success,50.9,0
browser-use,Google_Map--22,C5,1,google.com,998,30,26,0,0,0,success,62.1,0
browser-use,Google_Map--23,C5,1,google.com,802,21,14,0,0,0,success,28.8,0
browser-use,Google_Map--24,C5,1,google.com,492,17,10,0,0,0,success,33.6,0
browser-use,Google_Map--25,C5,1,google.com,793,36,32,0,0,0,success,62.4,0
browser-use,Google_Map--26,C5,1,google.com,997,16,9,0,0,0,success,41.8,0
browser-use,Google_Map--27,C5,1,google.com,917,21,14,0,0,0,success,31.4,0
browser-use,Google_Map--28,C5,1,google.com,422,17,9,0,0,0,success,53.7,0
browser-use,Google_Map--29,C5,1,google.com,1064,22,15,0,0,0,success,39.6,0
browser-use,Google_Map--3,C5,1,google.com,652,20,11,0,0,0,success,40.9,0
browser-use,Google_Map--30,C5,1,google.com,1296,148,138,0,0,0,success,76.8,0
browser-use,Google_Map--31,C5,1,google.com,642,15,8,0,0,0,success,32.8,0
browser-use,Google_Map--32,C5,1,google.com,814,16,9,0,0,0,success,57.2,0
browser-use,Google_Map--33,C5,1,google.com,173,26,22,0,0,0,success,82.4,0
browser-use,Google_Map--34,C5,1,google.com,930,70,66,0,0,0,success,72.7,0
browser-use,Google_Map--35,C5,1,google.com,690,24,20,0,0,0,success,76.9,0
browser-use,Google_Map--36,C5,1,google.com,645,16,12,0,0,0,success,52.1,0
browser-use,Google_Map--37,C5,1,google.com,1017,16,12,0,0,0,success,38.7,0
browser-use,Google_Map--38,C5,1,google.com,851,16,9,0,0,0,success,33.7,0
browser-use,Google_Map--39,C5,1,google.com,571,17,10,0,0,0,success,36.0,0
browser-use,Google_Map--4,C5,1,google.com,434,26,20,0,0,0,success,43.7,0
browser-use,Google_Map--40,C5,1,google.com,750,43,39,0,0,0,success,79.0,0
browser-use,Google_Map--5,C5,1,google.com,1002,25,18,0,0,0,success,44.3,0
browser-use,Google_Map--6,C5,1,google.com,1070,101,97,0,0,0,success,63.8,0
browser-use,Google_Map--7,C5,1,google.com,638,16,12,0,0,0,success,64.3,0
browser-use,Google_Map--8,C5,1,google.com,470,16,9,0,0,0,success,46.2,0
browser-use,Google_Map--9,C5,1,google.com,1067,39,32,0,0,0,success,47.2,0
browser-use,Google_Search--0,C5,1,google.com,625,21,17,0,0,0,success,43.7,0
browser-use,Google_Search--1,C5,1,google.com,476,16,12,0,0,0,success,64.2,0
browser-use,Google_Search--10,C5,1,google.com,2888,300,294,0,0,0,success,68.9,0
browser-use,Google_Search--11,C5,1,google.com,601,25,20,0,0,0,success,70.5,0
browser-use,Google_Search--12,C5,1,google.com,1128,126,121,0,0,0,success,68.5,0
browser-use,Google_Search--13,C5,1,google.com,658,18,14,0,0,0,success,74.8,0
browser-use,Google_Search--14,C5,1,google.com,1060,114,109,0,0,0,success,78.8,0
browser-use,Google_Search--15,C5,1,google.com,196,14,9,0,0,0,success,21.4,0
browser-use,Google_Search--16,C5,1,google.com,1235,17,13,0,0,0,success,66.0,0
browser-use,Google_Search--17,C5,1,google.com,990,34,28,0,0,0,success,40.7,0
browser-use,Google_Search--18,C5,1,google.com,732,19,15,0,0,0,success,48.3,0
browser-use,Google_Search--19,C5,1,google.com,447,14,10,0,0,0,success,43.6,0
browser-use,Google_Search--2,C5,1,google.com,993,63,58,0,0,0,success,73.9,0
browser-use,Google_Search--20,C5,1,google.com,148,12,8,0,0,0,success,49.7,0
browser-use,Google_Search--21,C5,1,google.com,599,17,13,0,0,0,success,33.2,0
browser-use,Google_Search--22,C5,1,google.com,883,18,14,0,0,0,success,35.2,0
browser-use,Google_Search--23,C5,1,google.com,150,12,8,0,0,0,success,61.6,0
browser-use,Google_Search--24,C5,1,google.com,222,16,10,0,0,0,success,27.9,0
browser-use,Google_Search--25,C5,1,google.com,320,73,66,0,0,0,success,28.9,0
browser-use,Google_Search--26,C5,1,google.com,448,15,11,0,0,0,success,35.3,0
browser-use,Google_Search--27,C5,1,google.com,352,25,19,0,0,0,success,28.2,0
browser-use,Google_Search--28,C5,1,google.com,1186,182,177,0,0,0,success,50.8,0
browser-use,Google_Search--29,C5,1,google.com,210,15,11,0,0,0,success,58.8,0
browser-use,Google_Search--3,C5,1,google.com,187,15,11,0,0,0,success,80.0,0
browser-use,Google_Search--30,C5,1,google.com,773,36,31,0,0,0,success,40.1,0
browser-use,Google_Search--31,C5,1,google.com,726,19,15,0,0,0,success,66.2,0
browser-use,Google_Search--32,C5,1,google.com,525,17,13,0,0,0,success,57.0,0
browser-use,Google_Search--33,C5,1,google.com,381,15,11,0,0,0,success,53.2,0
browser-use,Google_Search--34,C5,1,google.com,261,49,45,0,0,0,success,98.8,0
browser-use,Google_Search--35,C5,1,google.com,430,57,52,0,0,0,success,46.3,0
browser-use,Google_Search--36,C5,1,google.com,238,30,25,0,0,0,success,51.2,0
browser-use,Google_Search--37,C5,1,google.com,613,20,16,0,0,0,success,41.0,0
browser-use,Google_Search--38,C5,1,google.com,596,16,12,0,0,0,success,43.7,0
browser-use,Google_Search--39,C5,1,google.com,1193,170,165,0,0,0,success,44.9,0
browser-use,Google_Search--4,C5,1,google.com,338,116,111,0,0,0,success,44.5,0
browser-use,Google_Search--40,C5,1,google.com,996,33,27,0,0,0,success,40.0,0
browser-use,Google_Search--41,C5,1,google.com,1055,44,40,0,0,0,success,45.2,0
browser-use,Google_Search--42,C5,1,google.com,1703,248,243,0,0,0,success,70.9,0
browser-use,Google_Search--5,C5,1,google.com,309,44,40,0,0,0,success,62.7,0
browser-use,Google_Search--6,C5,1,google.com,1201,24,19,0,0,0,success,27.4,0
browser-use,Google_Search--7,C5,1,google.com,838,25,21,0,0,0,success,59.5,0
browser-use,Google_Search--8,C5,1,google.com,375,23,19,0,0,0,success,51.5,0
browser-use,Google_Search--9,C5,1,google.com,959,76,72,0,0,0,success,60.3,0
browser-use,Huggingface--0,C5,1,huggingface.co,399,16,14,0,0,0,success,32.1,0
browser-use,Huggingface--1,C5,1,huggingface.co,268,18,16,0,0,0,success,37.6,0
browser-use,Huggingface--10,C5,1,huggingface.co,281,13,13,0,0,0,success,31.6,0
browser-use,Huggingface--11,C5,1,huggingface.co,443,18,16,0,0,0,success,49.7,0
browser-use,Huggingface--12,C5,1,huggingface.co,459,15,13,0,0,0,success,42.8,0
browser-use,Huggingface--13,C5,1,huggingface.co,811,20,20,0,0,0,success,71.9,0
browser-use,Huggingface--14,C5,1,huggingface.co,212,18,16,0,0,0,success,38.8,0
browser-use,Huggingface--15,C5,1,huggingface.co,236,16,14,0,0,0,success,37.7,0
browser-use,Huggingface--16,C5,1,huggingface.co,354,16,14,0,0,0,success,18.5,0
browser-use,Huggingface--17,C5,1,huggingface.co,277,16,14,0,0,0,success,43.5,0
browser-use,Huggingface--18,C5,1,huggingface.co,542,27,26,0,0,0,success,69.7,0
browser-use,Huggingface--19,C5,1,huggingface.co,350,15,13,0,0,0,success,32.9,0
browser-use,Huggingface--2,C5,1,huggingface.co,204,15,13,0,0,0,success,46.1,0
browser-use,Huggingface--20,C5,1,huggingface.co,387,16,14,0,0,0,success,34.8,0
browser-use,Huggingface--21,C5,1,huggingface.co,328,20,19,0,0,0,success,50.1,0
browser-use,Huggingface--22,C5,1,huggingface.co,382,24,23,0,0,0,success,42.7,0
browser-use,Huggingface--23,C5,1,huggingface.co,1025,16,14,0,0,0,success,51.8,0
