agent,task,condition,n_reps,success_rate,dominant_status,records_median,records_ci_lo,records_ci_hi,unique_hosts_median,unique_hosts_ci_lo,unique_hosts_ci_hi,third_party_hosts_median,third_party_hosts_ci_lo,third_party_hosts_ci_hi,rq3_blocks_search_median,rq3_blocks_search_ci_lo,rq3_blocks_search_ci_hi,rq3_blocks_offdomain_median,rq3_blocks_offdomain_ci_lo,rq3_blocks_offdomain_ci_hi,rq3_blocks_cmp_median,rq3_blocks_cmp_ci_lo,rq3_blocks_cmp_ci_hi,duration_seconds_median,duration_seconds_ci_lo,duration_seconds_ci_hi
browser-use,GitHub--12,C7,1,1.0,success,272,272,272,13,13,13,10,10,10,0,0,0,0,0,0,0,0,0,21.1,21.1,21.1
browser-use,GitHub--12,C8,1,1.0,success,318,318,318,11,11,11,8,8,8,0,0,0,0,0,0,0,0,0,28.5,28.5,28.5
browser-use,GitHub--13,C0,1,1.0,success,297,297,297,12,12,12,9,9,9,0,0,0,0,0,0,0,0,0,31.9,31.9,31.9
browser-use,GitHub--13,C2,1,1.0,success,318,318,318,11,11,11,8,8,8,0,0,0,0,0,0,0,0,0,35.0,35.0,35.0
browser-use,GitHub--13,C5,1,1.0,success,301,301,301,11,11,11,8,8,8,0,0,0,0,0,0,0,0,0,47.3,47.3,47.3
browser-use,GitHub--13,C7,1,1.0,success,258,258,258,10,10,10,7,7,7,0,0,0,0,0,0,0,0,0,35.0,35.0,35.0
browser-use,GitHub--13,C8,1,1.0,success,230,230,230,10,10,10,7,7,7,0,0,0,0,0,0,0,0,0,33.1,33.1,33.1
browser-use,GitHub--14,C0,1,1.0,success,300,300,300,16,16,16,13,13,13,0,0,0,0,0,0,0,0,0,48.5,48.5,48.5
browser-use,GitHub--14,C2,1,1.0,success,94,94,94,11,11,11,10,10,10,0,0,0,5,5,5,0,0,0,76.9,76.9,76.9
browser-use,GitHub--14,C5,1,1.0,success,723,723,723,20,20,20,17,17,17,0,0,0,0,0,0,0,0,0,42.3,42.3,42.3
browser-use,GitHub--14,C7,1,1.0,success,39,39,39,11,11,11,10,10,10,0,0,0,5,5,5,0,0,0,58.9,58.9,58.9
browser-use,GitHub--14,C8,1,1.0,success,286,286,286,12,12,12,9,9,9,0,0,0,0,0,0,0,0,0,33.1,33.1,33.1
browser-use,GitHub--15,C0,1,1.0,success,292,292,292,12,12,12,9,9,9,0,0,0,0,0,0,0,0,0,19.2,19.2,19.2
browser-use,GitHub--15,C2,1,1.0,success,255,255,255,12,12,12,9,9,9,0,0,0,0,0,0,0,0,0,20.3,20.3,20.3
browser-use,GitHub--15,C5,1,1.0,success,305,305,305,12,12,12,9,9,9,0,0,0,0,0,0,0,0,0,24.3,24.3,24.3
browser-use,GitHub--15,C7,1,1.0,success,252,252,252,12,12,12,9,9,9,0,0,0,0,0,0,0,0,0,26.6,26.6,26.6
browser-use,GitHub--15,C8,1,1.0,success,254,254,254,12,12,12,9,9,9,0,0,0,0,0,0,0,0,0,22.7,22.7,22.7
browser-use,GitHub--16,C0,1,1.0,success,228,228,228,15,15,15,11,11,11,0,0,0,0,0,0,0,0,0,50.5,50.5,50.5
browser-use,GitHub--16,C2,1,1.0,success,97,97,97,13,13,13,10,10,10,0,0,0,5,5,5,0,0,0,30.6,30.6,30.6
browser-use,GitHub--16,C5,1,1.0,success,732,732,732,21,21,21,17,17,17,0,0,0,0,0,0,0,0,0,60.8,60.8,60.8
browser-use,GitHub--16,C7,1,1.0,success,52,52,52,10,10,10,9,9,9,0,0,0,5,5,5,0,0,0,73.1,73.1,73.1
browser-use,GitHub--16,C8,1,1.0,success,37,37,37,10,10,10,8,8,8,0,0,0,0,0,0,0,0,0,15.5,15.5,15.5
browser-use,GitHub--17,C0,1,1.0,success,254,254,254,12,12,12,9,9,9,0,0,0,0,0,0,0,0,0,26.4,26.4,26.4
browser-use,GitHub--17,C2,1,1.0,success,251,251,251,12,12,12,9,9,9,0,0,0,0,0,0,0,0,0,21.3,21.3,21.3
browser-use,GitHub--17,C5,1,1.0,success,270,270,270,12,12,12,9,9,9,0,0,0,0,0,0,0,0,0,35.3,35.3,35.3
browser-use,GitHub--17,C7,1,1.0,success,247,247,247,12,12,12,9,9,9,0,0,0,0,0,0,0,0,0,32.5,32.5,32.5
browser-use,GitHub--17,C8,1,1.0,success,268,268,268,11,11,11,8,8,8,0,0,0,0,0,0,0,0,0,27.3,27.3,27.3
browser-use,GitHub--18,C0,1,1.0,success,266,266,266,11,11,11,8,8,8,0,0,0,0,0,0,0,0,0,19.4,19.4,19.4
browser-use,GitHub--18,C2,1,1.0,success,244,244,244,10,10,10,7,7,7,0,0,0,0,0,0,0,0,0,20.0,20.0,20.0
browser-use,GitHub--18,C5,1,1.0,success,265,265,265,11,11,11,8,8,8,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0
browser-use,GitHub--18,C7,1,1.0,success,265,265,265,11,11,11,8,8,8,0,0,0,0,0,0,0,0,0,18.3,18.3,18.3
browser-use,GitHub--18,C8,1,1.0,success,269,269,269,11,11,11,8,8,8,0,0,0,0,0,0,0,0,0,17.5,17.5,17.5
browser-use,GitHub--19,C0,1,1.0,success,144,144,144,10,10,10,7,7,7,0,0,0,0,0,0,0,0,0,24.0,24.0,24.0
browser-use,GitHub--19,C2,1,1.0,success,240,240,240,11,11,11,8,8,8,0,0,0,0,0,0,0,0,0,24.7,24.7,24.7
browser-use,GitHub--19,C5,1,1.0,success,218,218,218,10,10,10,7,7,7,0,0,0,0,0,0,0,0,0,44.3,44.3,44.3
browser-use,GitHub--19,C7,1,1.0,success,155,155,155,10,10,10,7,7,7,0,0,0,0,0,0,0,0,0,21.9,21.9,21.9
browser-use,GitHub--19,C8,1,1.0,success,276,276,276,12,12,12,9,9,9,0,0,0,0,0,0,0,0,0,21.3,21.3,21.3
browser-use,GitHub--2,C0,1,1.0,success,183,183,183,10,10,10,7,7,7,0,0,0,0,0,0,0,0,0,42.8,42.8,42.8
browser-use,GitHub--2,C2,1,1.0,success,255,255,255,10,10,10,7,7,7,0,0,0,0,0,0,0,0,0,55.1,55.1,55.1
browser-use,GitHub--2,C5,1,1.0,success,154,154,154,10,10,10,7,7,7,0,0,0,0,0,0,0,0,0,45.6,45.6,45.6
browser-use,GitHub--2,C7,1,1.0,success,157,157,157,10,10,10,7,7,7,0,0,0,0,0,0,0,0,0,36.0,36.0,36.0
browser-use,GitHub--2,C8,1,1.0,success,151,151,151,10,10,10,7,7,7,0,0,0,0,0,0,0,0,0,28.4,28.4,28.4
browser-use,GitHub--20,C0,1,1.0,success,142,142,142,13,13,13,12,12,12,0,0,0,0,0,0,0,0,0,49.6,49.6,49.6
browser-use,GitHub--20,C2,1,1.0,success,41,41,41,12,12,12,10,10,10,0,0,0,6,6,6,0,0,0,28.1,28.1,28.1
browser-use,GitHub--20,C5,1,1.0,success,465,465,465,18,18,18,17,17,17,0,0,0,0,0,0,0,0,0,35.4,35.4,35.4
browser-use,GitHub--20,C7,1,1.0,success,53,53,53,11,11,11,9,9,9,0,0,0,5,5,5,0,0,0,36.4,36.4,36.4
browser-use,GitHub--20,C8,1,1.0,success,51,51,51,7,7,7,6,6,6,0,0,0,0,0,0,0,0,0,33.7,33.7,33.7
browser-use,GitHub--21,C0,1,1.0,success,296,296,296,15,15,15,11,11,11,0,0,0,0,0,0,0,0,0,39.9,39.9,39.9
browser-use,GitHub--21,C2,1,1.0,success,242,242,242,13,13,13,10,10,10,0,0,0,2,2,2,0,0,0,28.3,28.3,28.3
browser-use,GitHub--21,C5,1,1.0,success,322,322,322,15,15,15,12,12,12,0,0,0,0,0,0,0,0,0,53.0,53.0,53.0
browser-use,GitHub--21,C7,1,1.0,success,130,130,130,10,10,10,9,9,9,0,0,0,2,2,2,0,0,0,27.5,27.5,27.5
browser-use,GitHub--21,C8,1,1.0,success,51,51,51,7,7,7,6,6,6,0,0,0,0,0,0,0,0,0,32.8,32.8,32.8
browser-use,GitHub--22,C0,1,1.0,success,207,207,207,12,12,12,9,9,9,0,0,0,0,0,0,0,0,0,31.8,31.8,31.8
browser-use,GitHub--22,C2,1,1.0,success,428,428,428,11,11,11,8,8,8,0,0,0,0,0,0,0,0,0,40.8,40.8,40.8
browser-use,GitHub--22,C5,1,1.0,success,292,292,292,10,10,10,7,7,7,0,0,0,0,0,0,0,0,0,30.6,30.6,30.6
browser-use,GitHub--22,C7,1,1.0,success,399,399,399,12,12,12,9,9,9,0,0,0,0,0,0,0,0,0,37.6,37.6,37.6
browser-use,GitHub--22,C8,1,1.0,success,148,148,148,10,10,10,7,7,7,0,0,0,0,0,0,0,0,0,16.2,16.2,16.2
browser-use,GitHub--23,C0,1,1.0,success,959,959,959,24,24,24,21,21,21,0,0,0,0,0,0,0,0,0,58.9,58.9,58.9
browser-use,GitHub--23,C2,1,1.0,success,39,39,39,11,11,11,10,10,10,0,0,0,5,5,5,0,0,0,70.5,70.5,70.5
browser-use,GitHub--23,C5,1,1.0,success,363,363,363,17,17,17,14,14,14,0,0,0,0,0,0,0,0,0,36.6,36.6,36.6
browser-use,GitHub--23,C7,1,1.0,success,46,46,46,10,10,10,9,9,9,0,0,0,4,4,4,0,0,0,40.8,40.8,40.8
browser-use,GitHub--23,C8,1,1.0,success,290,290,290,13,13,13,10,10,10,0,0,0,0,0,0,0,0,0,27.5,27.5,27.5
browser-use,GitHub--24,C0,1,1.0,success,432,432,432,14,14,14,11,11,11,0,0,0,0,0,0,0,0,0,44.4,44.4,44.4
browser-use,GitHub--24,C2,1,1.0,success,487,487,487,14,14,14,11,11,11,0,0,0,0,0,0,0,0,0,49.6,49.6,49.6
browser-use,GitHub--24,C5,1,1.0,success,448,448,448,16,16,16,13,13,13,0,0,0,0,0,0,0,0,0,55.6,55.6,55.6
browser-use,GitHub--24,C7,1,1.0,success,484,484,484,14,14,14,11,11,11,0,0,0,0,0,0,0,0,0,55.3,55.3,55.3
browser-use,GitHub--24,C8,1,1.0,success,367,367,367,12,12,12,9,9,9,0,0,0,0,0,0,0,0,0,44.0,44.0,44.0
browser-use,GitHub--25,C0,1,1.0,success,267,267,267,11,11,11,8,8,8,0,0,0,0,0,0,0,0,0,27.7,27.7,27.7
browser-use,GitHub--25,C2,1,1.0,success,235,235,235,11,11,11,8,8,8,0,0,0,0,0,0,0,0,0,18.2,18.2,18.2
browser-use,GitHub--25,C5,1,1.0,success,280,280,280,13,13,13,10,10,10,0,0,0,0,0,0,0,0,0,30.4,30.4,30.4
browser-use,GitHub--25,C7,1,1.0,success,237,237,237,11,11,11,8,8,8,0,0,0,0,0,0,0,0,0,18.2,18.2,18.2
browser-use,GitHub--25,C8,1,1.0,success,273,273,273,11,11,11,8,8,8,0,0,0,0,0,0,0,0,0,27.6,27.6,27.6
browser-use,GitHub--26,C0,1,1.0,success,279,279,279,19,19,19,14,14,14,0,0,0,0,0,0,0,0,0,41.9,41.9,41.9
browser-use,GitHub--26,C2,1,1.0,success,47,47,47,10,10,10,9,9,9,0,0,0,4,4,4,0,0,0,38.0,38.0,38.0
browser-use,GitHub--26,C5,1,1.0,success,280,280,280,18,18,18,13,13,13,0,0,0,0,0,0,0,0,0,36.5,36.5,36.5
browser-use,GitHub--26,C7,1,1.0,success,94,94,94,11,11,11,10,10,10,0,0,0,5,5,5,0,0,0,29.3,29.3,29.3
browser-use,GitHub--26,C8,1,1.0,success,206,206,206,15,15,15,10,10,10,0,0,0,0,0,0,0,0,0,28.3,28.3,28.3
browser-use,GitHub--27,C0,1,1.0,success,154,154,154,10,10,10,7,7,7,0,0,0,0,0,0,0,0,0,22.7,22.7,22.7
browser-use,GitHub--27,C2,1,1.0,success,165,165,165,10,10,10,7,7,7,0,0,0,0,0,0,0,0,0,16.5,16.5,16.5
browser-use,GitHub--27,C5,1,1.0,success,157,157,157,10,10,10,7,7,7,0,0,0,0,0,0,0,0,0,23.1,23.1,23.1
browser-use,GitHub--27,C7,1,1.0,success,254,254,254,10,10,10,7,7,7,0,0,0,0,0,0,0,0,0,14.1,14.1,14.1
browser-use,GitHub--27,C8,1,1.0,success,260,260,260,12,12,12,9,9,9,0,0,0,0,0,0,0,0,0,22.8,22.8,22.8
browser-use,GitHub--28,C0,1,1.0,success,153,153,153,10,10,10,7,7,7,0,0,0,0,0,0,0,0,0,20.7,20.7,20.7
browser-use,GitHub--28,C2,1,1.0,success,217,217,217,10,10,10,7,7,7,0,0,0,0,0,0,0,0,0,59.7,59.7,59.7
browser-use,GitHub--28,C5,1,1.0,success,250,250,250,10,10,10,7,7,7,0,0,0,0,0,0,0,0,0,51.7,51.7,51.7
browser-use,GitHub--28,C7,1,1.0,success,151,151,151,10,10,10,7,7,7,0,0,0,0,0,0,0,0,0,30.0,30.0,30.0
browser-use,GitHub--28,C8,1,1.0,success,151,151,151,10,10,10,7,7,7,0,0,0,0,0,0,0,0,0,24.7,24.7,24.7
browser-use,GitHub--29,C0,1,1.0,success,762,762,762,23,23,23,20,20,20,0,0,0,0,0,0,0,0,0,63.6,63.6,63.6
browser-use,GitHub--29,C2,1,1.0,success,92,92,92,11,11,11,10,10,10,0,0,0,4,4,4,0,0,0,29.0,29.0,29.0
browser-use,GitHub--29,C5,1,1.0,success,217,217,217,14,14,14,11,11,11,0,0,0,0,0,0,0,0,0,27.9,27.9,27.9
browser-use,GitHub--29,C7,1,1.0,success,96,96,96,12,12,12,10,10,10,0,0,0,5,5,5,0,0,0,29.5,29.5,29.5
browser-use,GitHub--29,C8,1,1.0,success,157,157,157,9,9,9,6,6,6,0,0,0,0,0,0,0,0,0,22.2,22.2,22.2
browser-use,GitHub--3,C0,1,1.0,success,216,216,216,14,14,14,11,11,11,0,0,0,0,0,0,0,0,0,37.1,37.1,37.1
browser-use,GitHub--3,C2,1,1.0,success,38,38,38,10,10,10,9,9,9,0,0,0,5,5,5,0,0,0,66.6,66.6,66.6
browser-use,GitHub--3,C5,1,1.0,success,220,220,220,16,16,16,13,13,13,0,0,0,0,0,0,0,0,0,36.3,36.3,36.3
browser-use,GitHub--3,C7,1,1.0,success,206,206,206,14,14,14,11,11,11,0,0,0,0,0,0,0,0,0,13.3,13.3,13.3
browser-use,GitHub--3,C8,1,1.0,success,139,139,139,10,10,10,7,7,7,0,0,0,0,0,0,0,0,0,22.3,22.3,22.3
browser-use,GitHub--30,C0,1,1.0,success,300,300,300,10,10,10,7,7,7,0,0,0,0,0,0,0,0,0,40.6,40.6,40.6
browser-use,GitHub--30,C2,1,1.0,success,272,272,272,10,10,10,7,7,7,0,0,0,0,0,0,0,0,0,47.9,47.9,47.9
browser-use,GitHub--30,C5,1,1.0,success,334,334,334,10,10,10,7,7,7,0,0,0,0,0,0,0,0,0,46.3,46.3,46.3
browser-use,GitHub--30,C7,1,1.0,success,245,245,245,10,10,10,7,7,7,0,0,0,0,0,0,0,0,0,38.9,38.9,38.9
browser-use,GitHub--30,C8,1,1.0,success,352,352,352,11,11,11,8,8,8,0,0,0,0,0,0,0,0,0,46.7,46.7,46.7
browser-use,GitHub--31,C0,1,1.0,success,371,371,371,15,15,15,12,12,12,0,0,0,0,0,0,0,0,0,42.1,42.1,42.1
browser-use,GitHub--31,C2,1,1.0,success,94,94,94,12,12,12,10,10,10,0,0,0,4,4,4,0,0,0,67.5,67.5,67.5
browser-use,GitHub--31,C5,1,1.0,success,375,375,375,15,15,15,12,12,12,0,0,0,0,0,0,0,0,0,52.7,52.7,52.7
browser-use,GitHub--31,C7,1,1.0,success,49,49,49,10,10,10,9,9,9,0,0,0,5,5,5,0,0,0,35.6,35.6,35.6
browser-use,GitHub--31,C8,1,1.0,success,295,295,295,12,12,12,9,9,9,2,2,2,0,0,0,0,0,0,37.9,37.9,37.9
browser-use,GitHub--32,C0,1,1.0,success,352,352,352,11,11,11,8,8,8,0,0,0,0,0,0,0,0,0,30.6,30.6,30.6
browser-use,GitHub--32,C2,1,1.0,success,258,258,258,12,12,12,9,9,9,0,0,0,0,0,0,0,0,0,27.4,27.4,27.4
browser-use,GitHub--32,C5,1,1.0,success,258,258,258,11,11,11,8,8,8,0,0,0,0,0,0,0,0,0,32.8,32.8,32.8
browser-use,GitHub--32,C7,1,1.0,success,252,252,252,11,11,11,8,8,8,0,0,0,0,0,0,0,0,0,35.8,35.8,35.8
browser-use,GitHub--32,C8,1,1.0,success,326,326,326,11,11,11,8,8,8,0,0,0,0,0,0,0,0,0,33.9,33.9,33.9
browser-use,GitHub--33,C0,1,1.0,success,169,169,169,10,10,10,7,7,7,0,0,0,0,0,0,0,0,0,26.6,26.6,26.6
browser-use,GitHub--33,C2,1,1.0,success,186,186,186,11,11,11,8,8,8,0,0,0,0,0,0,0,0,0,25.8,25.8,25.8
browser-use,GitHub--33,C5,1,1.0,success,713,713,713,20,20,20,17,17,17,0,0,0,0,0,0,0,0,0,44.8,44.8,44.8
browser-use,GitHub--33,C7,1,1.0,success,166,166,166,10,10,10,7,7,7,0,0,0,0,0,0,0,0,0,18.8,18.8,18.8
browser-use,GitHub--33,C8,1,1.0,success,206,206,206,11,11,11,8,8,8,0,0,0,0,0,0,0,0,0,35.0,35.0,35.0
browser-use,GitHub--34,C0,1,1.0,success,337,337,337,12,12,12,9,9,9,0,0,0,0,0,0,0,0,0,35.9,35.9,35.9
browser-use,GitHub--34,C2,1,1.0,success,240,240,240,12,12,12,9,9,9,0,0,0,0,0,0,0,0,0,19.3,19.3,19.3
browser-use,GitHub--34,C5,1,1.0,success,244,244,244,12,12,12,9,9,9,0,0,0,0,0,0,0,0,0,26.1,26.1,26.1
browser-use,GitHub--34,C7,1,1.0,success,372,372,372,12,12,12,9,9,9,0,0,0,0,0,0,0,0,0,47.7,47.7,47.7
browser-use,GitHub--34,C8,1,1.0,success,287,287,287,12,12,12,9,9,9,0,0,0,0,0,0,0,0,0,23.2,23.2,23.2
browser-use,GitHub--35,C0,1,1.0,success,147,147,147,10,10,10,7,7,7,0,0,0,0,0,0,0,0,0,18.3,18.3,18.3
browser-use,GitHub--35,C2,1,1.0,success,46,46,46,10,10,10,9,9,9,0,0,0,4,4,4,0,0,0,35.6,35.6,35.6
browser-use,GitHub--35,C5,1,1.0,success,150,150,150,10,10,10,7,7,7,0,0,0,0,0,0,0,0,0,11.3,11.3,11.3
browser-use,GitHub--35,C7,1,1.0,success,38,38,38,11,11,11,10,10,10,0,0,0,5,5,5,0,0,0,67.0,67.0,67.0
browser-use,GitHub--35,C8,1,1.0,success,196,196,196,11,11,11,8,8,8,0,0,0,0,0,0,0,0,0,24.3,24.3,24.3
browser-use,GitHub--36,C0,1,1.0,success,324,324,324,10,10,10,7,7,7,0,0,0,0,0,0,0,0,0,35.2,35.2,35.2
browser-use,GitHub--36,C2,1,1.0,success,245,245,245,11,11,11,8,8,8,0,0,0,1,1,1,0,0,0,47.1,47.1,47.1
browser-use,GitHub--36,C5,1,1.0,success,312,312,312,10,10,10,7,7,7,0,0,0,0,0,0,0,0,0,38.5,38.5,38.5
browser-use,GitHub--36,C7,1,1.0,success,237,237,237,10,10,10,7,7,7,0,0,0,0,0,0,0,0,0,30.1,30.1,30.1
browser-use,GitHub--36,C8,1,1.0,success,221,221,221,10,10,10,7,7,7,0,0,0,0,0,0,0,0,0,23.4,23.4,23.4
browser-use,GitHub--37,C0,1,1.0,success,798,798,798,25,25,25,22,22,22,0,0,0,0,0,0,0,0,0,55.1,55.1,55.1
browser-use,GitHub--37,C2,1,1.0,success,40,40,40,11,11,11,9,9,9,0,0,0,6,6,6,0,0,0,63.1,63.1,63.1
browser-use,GitHub--37,C5,1,1.0,success,257,257,257,16,16,16,13,13,13,0,0,0,0,0,0,0,0,0,25.1,25.1,25.1
browser-use,GitHub--37,C7,1,1.0,success,96,96,96,12,12,12,10,10,10,0,0,0,5,5,5,0,0,0,72.7,72.7,72.7
browser-use,GitHub--37,C8,1,1.0,success,183,183,183,12,12,12,9,9,9,0,0,0,0,0,0,0,0,0,16.3,16.3,16.3
browser-use,GitHub--38,C0,1,1.0,success,168,168,168,10,10,10,7,7,7,0,0,0,0,0,0,0,0,0,28.5,28.5,28.5
browser-use,GitHub--38,C2,1,1.0,success,267,267,267,12,12,12,9,9,9,0,0,0,0,0,0,0,0,0,16.9,16.9,16.9
browser-use,GitHub--38,C5,1,1.0,success,280,280,280,10,10,10,7,7,7,0,0,0,0,0,0,0,0,0,32.5,32.5,32.5
browser-use,GitHub--38,C7,1,1.0,success,262,262,262,12,12,12,9,9,9,0,0,0,0,0,0,0,0,0,17.4,17.4,17.4
browser-use,GitHub--38,C8,1,1.0,success,265,265,265,12,12,12,9,9,9,0,0,0,0,0,0,0,0,0,23.9,23.9,23.9
browser-use,GitHub--39,C0,1,1.0,success,256,256,256,10,10,10,7,7,7,0,0,0,0,0,0,0,0,0,19.3,19.3,19.3
browser-use,GitHub--39,C2,1,1.0,success,140,140,140,10,10,10,7,7,7,0,0,0,0,0,0,0,0,0,15.5,15.5,15.5
browser-use,GitHub--39,C5,1,1.0,success,326,326,326,10,10,10,7,7,7,0,0,0,0,0,0,0,0,0,40.3,40.3,40.3
browser-use,GitHub--39,C7,1,1.0,success,268,268,268,10,10,10,7,7,7,0,0,0,0,0,0,0,0,0,31.6,31.6,31.6
browser-use,GitHub--39,C8,1,1.0,success,263,263,263,10,10,10,7,7,7,0,0,0,0,0,0,0,0,0,24.9,24.9,24.9
browser-use,GitHub--4,C0,1,1.0,success,412,412,412,12,12,12,9,9,9,0,0,0,0,0,0,0,0,0,52.5,52.5,52.5
browser-use,GitHub--4,C2,1,1.0,success,286,286,286,12,12,12,9,9,9,0,0,0,0,0,0,0,0,0,26.5,26.5,26.5
browser-use,GitHub--4,C5,1,1.0,success,253,253,253,11,11,11,8,8,8,0,0,0,0,0,0,0,0,0,20.6,20.6,20.6
browser-use,GitHub--4,C7,1,1.0,success,289,289,289,12,12,12,9,9,9,0,0,0,0,0,0,0,0,0,20.7,20.7,20.7
browser-use,GitHub--4,C8,1,1.0,success,286,286,286,12,12,12,9,9,9,0,0,0,0,0,0,0,0,0,25.6,25.6,25.6
browser-use,GitHub--40,C0,1,1.0,success,215,215,215,10,10,10,7,7,7,0,0,0,0,0,0,0,0,0,28.4,28.4,28.4
browser-use,GitHub--40,C2,1,1.0,success,205,205,205,10,10,10,7,7,7,0,0,0,0,0,0,0,0,0,21.3,21.3,21.3
browser-use,GitHub--40,C5,1,1.0,success,209,209,209,10,10,10,7,7,7,0,0,0,0,0,0,0,0,0,20.2,20.2,20.2
browser-use,GitHub--40,C7,1,1.0,success,199,199,199,10,10,10,7,7,7,0,0,0,0,0,0,0,0,0,26.1,26.1,26.1
browser-use,GitHub--40,C8,1,1.0,success,208,208,208,10,10,10,7,7,7,0,0,0,0,0,0,0,0,0,30.7,30.7,30.7
browser-use,GitHub--5,C0,1,1.0,success,314,314,314,14,14,14,11,11,11,0,0,0,0,0,0,0,0,0,35.1,35.1,35.1
browser-use,GitHub--5,C2,1,1.0,success,241,241,241,10,10,10,7,7,7,0,0,0,0,0,0,0,0,0,23.6,23.6,23.6
browser-use,GitHub--5,C5,1,1.0,success,335,335,335,12,12,12,9,9,9,0,0,0,0,0,0,0,0,0,28.0,28.0,28.0
browser-use,GitHub--5,C7,1,1.0,success,264,264,264,11,11,11,8,8,8,0,0,0,0,0,0,0,0,0,18.6,18.6,18.6
browser-use,GitHub--5,C8,1,1.0,success,261,261,261,11,11,11,8,8,8,0,0,0,0,0,0,0,0,0,21.8,21.8,21.8
browser-use,GitHub--6,C0,1,1.0,success,456,456,456,12,12,12,9,9,9,0,0,0,0,0,0,0,0,0,48.6,48.6,48.6
browser-use,GitHub--6,C2,1,1.0,success,218,218,218,10,10,10,7,7,7,0,0,0,0,0,0,0,0,0,28.0,28.0,28.0
browser-use,GitHub--6,C5,1,1.0,success,281,281,281,11,11,11,8,8,8,0,0,0,0,0,0,0,0,0,25.5,25.5,25.5
browser-use,GitHub--6,C7,1,1.0,success,40,40,40,10,10,10,9,9,9,0,0,0,6,6,6,0,0,0,29.3,29.3,29.3
browser-use,GitHub--6,C8,1,1.0,success,250,250,250,11,11,11,8,8,8,0,0,0,0,0,0,0,0,0,26.8,26.8,26.8
browser-use,GitHub--7,C0,1,1.0,success,371,371,371,14,14,14,11,11,11,0,0,0,0,0,0,0,0,0,38.1,38.1,38.1
browser-use,GitHub--7,C2,1,1.0,success,95,95,95,11,11,11,10,10,10,0,0,0,5,5,5,0,0,0,29.9,29.9,29.9
browser-use,GitHub--7,C5,1,1.0,success,843,843,843,20,20,20,17,17,17,0,0,0,0,0,0,0,0,0,52.0,52.0,52.0
browser-use,GitHub--7,C7,1,1.0,success,93,93,93,10,10,10,9,9,9,0,0,0,5,5,5,0,0,0,58.9,58.9,58.9
browser-use,GitHub--7,C8,1,1.0,success,397,397,397,10,10,10,7,7,7,0,0,0,0,0,0,0,0,0,37.6,37.6,37.6
browser-use,GitHub--8,C0,1,1.0,success,308,308,308,15,15,15,12,12,12,0,0,0,0,0,0,0,0,0,29.7,29.7,29.7
browser-use,GitHub--8,C2,1,1.0,success,96,96,96,13,13,13,12,12,12,0,0,0,5,5,5,0,0,0,30.1,30.1,30.1
browser-use,GitHub--8,C5,1,1.0,success,730,730,730,20,20,20,17,17,17,0,0,0,0,0,0,0,0,0,61.2,61.2,61.2
browser-use,GitHub--8,C7,1,1.0,success,97,97,97,13,13,13,12,12,12,0,0,0,5,5,5,0,0,0,29.8,29.8,29.8
browser-use,GitHub--8,C8,1,1.0,success,148,148,148,10,10,10,7,7,7,0,0,0,0,0,0,0,0,0,13.2,13.2,13.2
browser-use,GitHub--9,C0,1,1.0,success,228,228,228,10,10,10,7,7,7,0,0,0,0,0,0,0,0,0,27.5,27.5,27.5
browser-use,GitHub--9,C2,1,1.0,success,226,226,226,10,10,10,7,7,7,0,0,0,0,0,0,0,0,0,22.3,22.3,22.3
browser-use,GitHub--9,C5,1,1.0,success,156,156,156,10,10,10,7,7,7,0,0,0,0,0,0,0,0,0,21.0,21.0,21.0
browser-use,GitHub--9,C7,1,1.0,success,227,227,227,10,10,10,7,7,7,0,0,0,0,0,0,0,0,0,22.1,22.1,22.1
browser-use,GitHub--9,C8,1,1.0,success,226,226,226,10,10,10,7,7,7,0,0,0,0,0,0,0,0,0,27.6,27.6,27.6
browser-use,Google_Flights--0,C0,1,1.0,success,937,937,937,179,179,179,174,174,174,0,0,0,0,0,0,0,0,0,41.5,41.5,41.5
browser-use,Google_Flights--0,C2,1,1.0,success,101,101,101,12,12,12,8,8,8,0,0,0,3,3,3,0,0,0,41.1,41.1,41.1
browser-use,Google_Flights--0,C5,1,1.0,success,628,628,628,61,61,61,55,55,55,0,0,0,0,0,0,0,0,0,47.2,47.2,47.2
browser-use,Google_Flights--0,C7,1,1.0,success,357,357,357,41,41,41,37,37,37,0,0,0,5,5,5,1,1,1,60.1,60.1,60.1
browser-use,Google_Flights--0,C8,1,1.0,success,386,386,386,38,38,38,34,34,34,0,0,0,8,8,8,2,2,2,37.0,37.0,37.0
browser-use,Google_Flights--1,C0,1,1.0,success,169,169,169,19,19,19,13,13,13,0,0,0,0,0,0,0,0,0,40.9,40.9,40.9
browser-use,Google_Flights--1,C2,1,1.0,success,150,150,150,20,20,20,14,14,14,0,0,0,1,1,1,0,0,0,42.5,42.5,42.5
browser-use,Google_Flights--1,C5,1,1.0,success,414,414,414,25,25,25,21,21,21,0,0,0,0,0,0,0,0,0,62.0,62.0,62.0
browser-use,Google_Flights--1,C7,1,1.0,success,90,90,90,15,15,15,9,9,9,0,0,0,0,0,0,0,0,0,48.5,48.5,48.5
browser-use,Google_Flights--1,C8,1,1.0,success,73,73,73,15,15,15,9,9,9,0,0,0,0,0,0,0,0,0,32.3,32.3,32.3
