family	h_mean	a_mean	h_median	a_median	h_touch_pct	a_touch_pct	odds_ratio	p_one_sided_agent_gt
platform_first_party_ad	4.845454545454546	2.5142857142857142	1.0	0.0	55.0	39.285714285714285	1.889	0.9987538829053226
open_rtb_exchange	4.9409090909090905	2.664285714285714	0.0	0.0	28.636363636363637	26.428571428571427	1.117	0.7169260993801523
identity_resolution	0.35	0.22142857142857142	0.0	0.0	9.545454545454545	10.714285714285714	0.879	0.4245383215103241
cross_device_acr	0.0	0.18571428571428572	0.0	0.0	0.0	9.285714285714286	0.0	3.2616162265023816e-06
audience_measurement	0.6590909090909091	0.29285714285714287	0.0	0.0	9.545454545454545	10.714285714285714	0.879	0.4245383215103241
native_recommendation	0.013636363636363636	0.09285714285714286	0.0	0.0	1.3636363636363635	9.285714285714286	0.135	0.0005255581063665617
other	5.790909090909091	9.028571428571428	2.0	6.0	74.54545454545455	92.14285714285714	0.25	1.1908125929080987e-05
