agent,task,condition,success_delta_pp,records_delta_pct,unique_hosts_delta_pct,third_party_hosts_delta_pct,rq3_blocks_search_delta_pct,rq3_blocks_offdomain_delta_pct,rq3_blocks_cmp_delta_pct,duration_seconds_delta_pct
browser-use,Google_Search--28,C4,0.0,-66.47919010123734,-93.30543933054393,-94.87179487179486,0.0,0.0,0.0,-53.141361256544506
browser-use,Google_Search--28,C5,0.0,-60.292463442069746,-87.44769874476988,-88.88888888888889,0.0,0.0,0.0,-38.48167539267016
browser-use,Google_Search--28,C6,0.0,-55.17435320584927,-12.133891213389122,-12.393162393162394,inf,0.0,inf,-38.48167539267016
browser-use,Google_Search--28,C7,0.0,-94.60067491563554,-94.97907949790795,-96.58119658119658,0.0,inf,0.0,-29.712041884816752
browser-use,Google_Search--28,C8,0.0,-98.98762654668167,-96.65271966527197,-98.29059829059828,0.0,0.0,0.0,-64.13612565445027
fara-7b,Amazon--32,C1,33.333333333333336,0.8849557522123894,6.0606060606060606,11.11111111111111,0.0,0.0,0.0,-5.502063273727647
fara-7b,Amazon--32,C2,33.333333333333336,-16.224188790560472,-60.60606060606061,-77.77777777777779,0.0,inf,0.0,-1.2379642365887285
fara-7b,Amazon--32,C3,33.333333333333336,-35.766961651917406,-60.60606060606061,-70.37037037037037,0.0,inf,0.0,-34.52544704264099
fara-7b,Amazon--32,C4,33.333333333333336,1.7699115044247788,6.0606060606060606,7.4074074074074066,0.0,0.0,0.0,-5.502063273727647
fara-7b,Amazon--32,C5,33.333333333333336,3.5398230088495577,57.57575757575758,70.37037037037037,0.0,0.0,0.0,-2.7510316368638237
fara-7b,Amazon--32,C6,-66.66666666666666,43.28908554572271,66.66666666666666,85.18518518518519,0.0,0.0,0.0,66.02475928473177
fara-7b,Amazon--32,C7,33.333333333333336,-19.174041297935105,-63.63636363636363,-77.77777777777779,0.0,inf,0.0,-6.052269601100421
fara-7b,Amazon--32,C8,33.333333333333336,-32.227138643067846,-66.66666666666666,-81.48148148148148,0.0,inf,0.0,-35.213204951856945
fara-7b,Apple--29,C1,100.0,-40.476190476190474,-25.0,-100.0,0.0,0.0,0.0,-15.267947421638025
fara-7b,Apple--29,C2,0.0,-8.333333333333332,25.0,0.0,0.0,0.0,0.0,-0.7077856420626925
fara-7b,Apple--29,C3,100.0,-44.94047619047619,-25.0,-100.0,0.0,0.0,0.0,-33.26592517694642
fara-7b,Apple--29,C4,100.0,-12.5,-25.0,-100.0,0.0,0.0,0.0,-7.280080889787667
fara-7b,Apple--29,C5,100.0,-12.202380952380953,-25.0,-100.0,0.0,0.0,0.0,-8.594539939332659
fara-7b,Apple--29,C6,100.0,-12.202380952380953,-25.0,-100.0,0.0,0.0,0.0,-15.571284125379176
fara-7b,Apple--29,C7,100.0,-16.071428571428573,-25.0,-100.0,0.0,0.0,0.0,-26.59251769464106
fara-7b,Apple--29,C8,0.0,-80.65476190476191,-25.0,-100.0,0.0,0.0,0.0,-12.43680485338727
fara-7b,ArXiv--17,C1,0.0,-59.41422594142259,-53.84615384615385,-63.63636363636363,0.0,0.0,0.0,64.44444444444446
fara-7b,ArXiv--17,C2,-100.0,-61.92468619246861,-46.15384615384615,-54.54545454545454,0.0,inf,0.0,90.9090909090909
fara-7b,ArXiv--17,C3,0.0,-54.811715481171554,-53.84615384615385,-63.63636363636363,0.0,0.0,0.0,91.31313131313132
fara-7b,ArXiv--17,C4,0.0,-2.092050209205021,-7.6923076923076925,-9.090909090909092,0.0,0.0,0.0,-19.797979797979792
fara-7b,ArXiv--17,C5,0.0,-74.89539748953975,-61.53846153846154,-72.72727272727273,0.0,0.0,0.0,-6.868686868686866
fara-7b,ArXiv--17,C6,-100.0,-74.89539748953975,-61.53846153846154,-72.72727272727273,0.0,0.0,0.0,105.05050505050507
fara-7b,ArXiv--17,C7,-100.0,-64.01673640167364,-46.15384615384615,-54.54545454545454,0.0,inf,0.0,89.2929292929293
fara-7b,ArXiv--17,C8,-33.333333333333336,-64.01673640167364,-53.84615384615385,-63.63636363636363,0.0,0.0,0.0,33.33333333333333
fara-7b,Booking--3,C1,0.0,-6.425702811244979,-5.263157894736842,-4.081632653061225,0.0,0.0,0.0,-2.655677655677661
fara-7b,Booking--3,C2,0.0,-4.685408299866131,-14.035087719298245,-16.3265306122449,0.0,inf,0.0,-4.7619047619047645
fara-7b,Booking--3,C3,0.0,-52.34270414993306,-42.10526315789473,-42.857142857142854,0.0,inf,0.0,-4.487179487179492
fara-7b,Booking--3,C4,0.0,-16.46586345381526,-5.263157894736842,-4.081632653061225,0.0,0.0,inf,0.4578754578754579
fara-7b,Booking--3,C5,0.0,3.614457831325301,3.508771929824561,6.122448979591836,0.0,0.0,0.0,-3.205128205128205
fara-7b,Booking--3,C6,0.0,-19.812583668005352,-10.526315789473683,-8.16326530612245,0.0,0.0,inf,0.4578754578754579
fara-7b,Booking--3,C7,0.0,-17.53681392235609,-22.807017543859647,-24.489795918367346,0.0,inf,inf,-1.923076923076931
fara-7b,Booking--3,C8,0.0,-25.301204819277107,-29.82456140350877,-30.612244897959183,0.0,inf,inf,-0.3663003663003715
fara-7b,Coursera--21,C1,0.0,-2.3423423423423424,0.0,0.0,0.0,0.0,0.0,-13.355048859934845
fara-7b,Coursera--21,C2,0.0,49.90990990990991,0.0,0.0,0.0,inf,0.0,0.6514657980456003
fara-7b,Coursera--21,C3,0.0,17.83783783783784,-2.564102564102564,-2.7027027027027026,0.0,inf,0.0,42.67100977198697
fara-7b,Coursera--21,C4,0.0,-47.207207207207205,-76.92307692307693,-78.37837837837837,0.0,0.0,inf,-16.286644951140065
fara-7b,Coursera--21,C5,0.0,45.765765765765764,2.564102564102564,2.7027027027027026,0.0,0.0,0.0,-5.211726384364814
fara-7b,Coursera--21,C6,0.0,-21.26126126126126,-76.92307692307693,-78.37837837837837,0.0,0.0,inf,-9.446254071661233
fara-7b,Coursera--21,C7,0.0,-22.702702702702705,-74.35897435897436,-75.67567567567568,0.0,0.0,inf,-9.446254071661233
fara-7b,Coursera--21,C8,0.0,-21.8018018018018,-76.92307692307693,-78.37837837837837,0.0,0.0,inf,-10.749185667752444
fara-7b,GitHub--35,C1,0.0,-31.05022831050228,-30.0,-42.857142857142854,0.0,0.0,0.0,-34.04825737265414
fara-7b,GitHub--35,C2,-100.0,-58.9041095890411,-50.0,-71.42857142857143,0.0,inf,0.0,151.74262734584454
fara-7b,GitHub--35,C3,0.0,-26.25570776255708,-30.0,-42.857142857142854,0.0,0.0,0.0,-16.08579088471849
fara-7b,GitHub--35,C4,0.0,-7.76255707762557,0.0,0.0,0.0,0.0,0.0,14.745308310991959
fara-7b,GitHub--35,C5,0.0,9.360730593607306,0.0,0.0,0.0,0.0,0.0,31.099195710455767
fara-7b,GitHub--35,C6,0.0,-27.397260273972602,-30.0,-42.857142857142854,0.0,0.0,0.0,-17.694369973190344
fara-7b,GitHub--35,C7,-100.0,-53.65296803652968,-50.0,-71.42857142857143,0.0,inf,0.0,157.6407506702413
fara-7b,GitHub--35,C8,0.0,-26.027397260273972,-30.0,-42.857142857142854,0.0,0.0,0.0,-14.209115281501333
fara-7b,Google_Flights--34,C1,0.0,-0.6993006993006993,0.0,0.0,0.0,0.0,0.0,-1.5668202764976984
fara-7b,Google_Flights--34,C2,0.0,-0.6993006993006993,0.0,0.0,0.0,0.0,0.0,-0.829493087557609
fara-7b,Google_Flights--34,C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5668202764976984
fara-7b,Google_Flights--34,C4,0.0,-0.6993006993006993,0.0,0.0,0.0,0.0,0.0,-5.0691244239631335
fara-7b,Google_Flights--34,C5,0.0,-15.384615384615385,0.0,0.0,0.0,0.0,0.0,-2.58064516129032
fara-7b,Google_Flights--34,C6,0.0,-9.090909090909092,0.0,0.0,0.0,0.0,0.0,-3.133640552995397
fara-7b,Google_Flights--34,C7,0.0,-15.384615384615385,0.0,0.0,0.0,0.0,0.0,-2.1198156682027625
fara-7b,Google_Flights--34,C8,0.0,-0.6993006993006993,0.0,0.0,0.0,0.0,0.0,-2.6728110599078394
fara-7b,Google_Map--35,C1,66.66666666666667,3.366583541147132,2.631578947368421,2.898550724637681,inf,0.0,0.0,120.98092643051768
fara-7b,Google_Map--35,C2,0.0,-50.748129675810475,-81.57894736842105,-86.95652173913044,0.0,inf,0.0,26.430517711171646
fara-7b,Google_Map--35,C3,-33.33333333333333,-55.86034912718204,-84.21052631578947,-89.85507246376811,inf,0.0,0.0,11.580381471389645
fara-7b,Google_Map--35,C4,66.66666666666667,-2.119700748129676,-68.42105263157895,-72.46376811594203,0.0,0.0,0.0,-13.215258855585835
fara-7b,Google_Map--35,C5,66.66666666666667,-47.63092269326683,-82.89473684210526,-88.40579710144928,0.0,0.0,0.0,-46.32152588555859
fara-7b,Google_Map--35,C6,66.66666666666667,26.55860349127182,5.263157894736842,5.797101449275362,inf,0.0,0.0,168.5286103542234
fara-7b,Google_Map--35,C7,66.66666666666667,-52.7431421446384,-81.57894736842105,-86.95652173913044,0.0,inf,0.0,-35.694822888283376
fara-7b,Google_Map--35,C8,-33.33333333333333,-53.99002493765585,-84.21052631578947,-89.85507246376811,inf,0.0,0.0,17.711171662125338
fara-7b,Google_Search--28,C1,33.333333333333336,-11.278195488721805,46.15384615384615,60.0,inf,0.0,0.0,106.74157303370788
fara-7b,Google_Search--28,C2,0.0,-63.53383458646616,-46.15384615384615,-60.0,0.0,inf,0.0,195.1310861423221
fara-7b,Google_Search--28,C3,-66.66666666666666,-37.21804511278196,-61.53846153846154,-80.0,inf,0.0,0.0,217.22846441947564
fara-7b,Google_Search--28,C4,33.333333333333336,65.78947368421053,107.6923076923077,140.0,0.0,0.0,0.0,37.82771535580524
fara-7b,Google_Search--28,C5,33.333333333333336,44.73684210526316,7.6923076923076925,10.0,0.0,0.0,0.0,101.123595505618
fara-7b,Google_Search--28,C6,-66.66666666666666,488.34586466165416,2215.3846153846152,2870.0,inf,0.0,inf,281.6479400749064
fara-7b,Google_Search--28,C7,-33.33333333333333,-59.02255639097744,-46.15384615384615,-60.0,0.0,inf,0.0,248.31460674157304
fara-7b,Google_Search--28,C8,-66.66666666666666,-54.13533834586466,-61.53846153846154,-80.0,inf,0.0,0.0,238.20224719101125
fara-7b,Huggingface--14,C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5104602510460166
fara-7b,Huggingface--14,C2,0.0,-6.25,-30.0,-37.5,0.0,inf,0.0,-3.347280334728022
fara-7b,Huggingface--14,C3,0.0,-6.25,-30.0,-37.5,0.0,inf,0.0,-2.0920502092050213
fara-7b,Huggingface--14,C4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.347280334728022
fara-7b,Huggingface--14,C5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9288702928870265
fara-7b,Huggingface--14,C6,0.0,0.78125,0.0,0.0,0.0,0.0,0.0,5.020920502092062
fara-7b,Huggingface--14,C7,0.0,-6.25,-30.0,-37.5,0.0,inf,0.0,-3.347280334728022
fara-7b,Huggingface--14,C8,0.0,-5.46875,-30.0,-37.5,0.0,inf,0.0,-2.9288702928870265
